cliente_id,nome,email,telefone,data_registo,loja_id,idade,genero
662,Daniel Miranda-Mota,bruna06@example.com,(351) 969052408,2022-07-15,18,21,M
663,Irina Garcia,matilde01@example.net,926587688,2019-04-03,1,27,F
664,Melissa-Luciana Araújo,mateusmacedo@example.org,+351921753355,2020-05-22,21,23,F
665,Érica Vieira,jessicatorres@example.com,924 887 376,2019-10-17,7,30,F
666,Tiago Freitas,luis31@example.org,(351) 911 911 322,2019-01-30,16,58,M
667,Martim Fernandes,emilia82@example.org,968 603 890,2019-12-05,16,37,M
668,Erica Henriques,larissa69@example.org,968 491 447,2020-11-13,13,23,F
669,Joaquim Leite,carolinamiranda@example.net,+351270817081,2019-09-13,6,41,M
670,Helena Guerreiro,diana28@example.net,+351917990502,2023-05-11,15,20,F
671,Pilar Machado,mpires@example.org,+351931567878,2019-06-25,2,32,F
672,Ivan Alves,brunaazevedo@example.com,969147519,2019-09-05,4,66,M
673,Sérgio Guerreiro-Fernandes,ricardomagalhaes@example.net,(351) 920 156 658,2019-11-20,18,60,M
674,Constança do Moreira,gabriela54@example.com,(351) 228 840 437,2019-01-22,18,66,F
675,Márcio Neves,camposluis@example.org,(351) 933506454,2019-05-21,17,71,M
676,Tatiana Barros,vmonteiro@example.net,(351) 921 256 685,2019-12-29,16,52,F
677,Martim Nunes-Magalhães,fernando95@example.com,(351) 914 722 243,2019-07-25,13,48,M
678,César Gonçalves,leandro98@example.com,(351) 963 805 721,2019-05-11,19,50,M
679,Igor Cruz,luana67@example.net,(351) 912935345,2019-08-19,6,25,M
680,Gabriel Assunção,almeidabeatriz@example.org,(351) 936 861 200,2019-12-29,2,69,M
681,Soraia Sousa,andreiabarros@example.org,(351) 933 494 498,2020-11-09,7,23,F
682,Wilson do Matos,ferreirajoana@example.net,(351) 935 299 421,2019-10-07,11,71,M
683,Tomé Morais,manuelmorais@example.org,935752775,2020-07-13,13,23,M
684,Isabel Garcia,mouravictoria@example.org,(351) 967382962,2019-11-07,15,72,F
685,Mário Matias-Cunha,mauro73@example.net,930740427,2019-09-02,19,68,M
686,Leonor de Vicente,biancaborges@example.org,(351) 965 300 507,2019-11-27,5,25,F
687,Benjamim Anjos-Sá,vicente32@example.com,(351) 913662550,2019-10-21,4,24,M
688,Joana Neves,gomescarlota@example.net,(351) 969 132 407,2019-11-18,14,73,F
689,Luciana do Machado,briancruz@example.net,(351) 934552473,2019-07-16,19,42,F
690,Bianca Amorim,gteixeira@example.com,(351) 913 356 258,2023-03-05,13,20,F
691,Gaspar Branco-Nascimento,amorimiara@example.com,(351) 923953022,2019-10-12,13,57,M
692,Tomás Correia,leandrosoares@example.net,(351) 230535354,2019-02-22,8,43,M
693,Sandro Guerreiro,lcarneiro@example.org,916531704,2019-03-10,12,65,M
694,António Costa,sebastiao06@example.net,962 214 197,2019-04-11,9,39,M
695,Carlota Gaspar,julia75@example.net,(351) 282405559,2019-12-28,4,72,F
696,Enzo Assunção,laura71@example.com,919 859 443,2019-03-18,15,26,M
697,Fabiana-Bianca Nascimento,aoliveira@example.net,(351) 233967296,2019-07-21,20,35,F
698,Kevin do Moura,antonio88@example.com,(351) 933 770 387,2019-08-06,14,30,M
699,Lara Melo,torrescarminho@example.net,(351) 286829442,2019-03-23,12,66,F
700,Kévim Rocha,sebastiao19@example.net,(351) 225556440,2019-05-30,10,50,M
701,Mafalda Pires,jmelo@example.org,969499909,2019-03-04,1,26,F
702,Fernando Machado,dvaz@example.org,+351267279592,2019-01-08,2,30,M
703,Diego Brito,assuncaoalexandre@example.com,(351) 929541275,2023-07-29,12,20,M
704,Enzo Brito,ritaloureiro@example.org,(351) 254 293 311,2019-06-13,15,35,M
705,Constança Campos,ivieira@example.com,(351) 967802938,2019-10-23,1,58,F
706,Micael Lima,eteixeira@example.com,+351927016725,2019-04-25,15,41,M
707,Noa Antunes,alicia05@example.org,(351) 218 009 722,2019-06-23,18,73,M
708,Adriana-Camila Neves,uazevedo@example.net,922 326 009,2020-01-02,9,40,F
709,Kévim Lima,limalourenco@example.net,919275679,2019-07-16,2,36,M
710,Tomás Pires,angelamorais@example.net,+351926514154,2019-03-26,7,72,M
711,Luca Andrade,castroleandro@example.com,930 547 503,2019-09-23,7,59,M
712,Joana do Lima,qnascimento@example.net,(351) 963 458 457,2019-11-08,1,59,F
713,Marco Nogueira,martinsangela@example.org,(351) 248648389,2019-06-01,6,48,M
714,Gaspar da Fernandes,koliveira@example.com,(351) 935932992,2019-12-07,10,32,M
715,Lia Melo,xmatias@example.net,(351) 912 124 902,2019-11-29,12,45,F
716,Sara Fernandes-Macedo,ema07@example.com,(351) 938096511,2020-01-09,10,34,F
717,Benedita Carvalho-Correia,sandroloureiro@example.com,964086085,2019-07-15,17,55,F
718,Nádia-Ângela Neves,martim88@example.net,934205974,2019-10-18,20,53,F
719,Ema-Fabiana Sousa,lopesmelissa@example.net,+351969157977,2019-10-15,16,37,F
720,Vítor Faria,emiliaantunes@example.org,+351926545902,2019-03-20,11,39,M
721,Naiara Moreira,wguerreiro@example.com,(351) 932 819 632,2019-11-28,21,34,F
722,Bianca Vieira,alexandraamorim@example.org,274 757 970,2019-02-20,8,30,F
723,Bruno Ferreira-Alves,ksimoes@example.com,961259579,2019-03-19,11,69,M
724,Rafael Almeida,otavares@example.net,(351) 917 619 789,2019-03-18,16,64,M
725,Luana da Nascimento,valentejaime@example.net,(351) 220931710,2019-11-17,13,34,F
726,Salvador Campos,araujolarissa@example.com,931 637 883,2019-07-01,7,55,M
727,Margarida Miranda,juliana56@example.com,(351) 915855369,2019-07-27,18,64,F
728,Constança Castro,opereira@example.net,922298754,2019-05-24,10,60,F
729,Bryan Vicente,ricardolourenco@example.org,(351) 936 394 631,2019-06-28,6,71,M
730,Gabriela Maia,william45@example.com,(351) 930013121,2019-08-01,9,24,F
731,Jaime Andrade,vitoria12@example.org,(351) 208 232 988,2019-09-26,3,61,M
732,Simão Pinho,gbranco@example.com,911 512 276,2019-10-26,10,40,M
733,Ariana Gaspar,kevim23@example.org,(351) 261 180 916,2019-02-07,9,68,F
734,Jéssica-Clara Matias,jessica76@example.org,255 329 466,2019-11-13,2,47,F
735,Renato de Guerreiro,costavalentim@example.org,(351) 962 235 629,2019-02-25,4,48,M
736,Rita Vieira,erikaloureiro@example.com,932 661 155,2019-12-06,2,51,F
737,Afonso Jesus,kfernandes@example.org,(351) 923751752,2019-08-18,14,26,M
738,Caetana Mendes,magalhaesadriana@example.org,910 126 107,2019-03-14,6,27,F
739,Xavier Antunes-Sá,kevimazevedo@example.com,+351248330287,2019-06-08,6,49,M
740,Sofia-Francisca Leite,coelhomargarida@example.org,+351968919387,2019-06-25,15,58,F
741,Raquel de Araújo,cmota@example.com,(351) 288 869 804,2019-03-22,6,31,F
742,Lorena-Mara Matos,yfigueiredo@example.net,(351) 212686905,2019-11-07,20,68,F
743,Letícia Almeida,constancapereira@example.net,(351) 250560421,2019-05-28,14,58,F
744,Kelly Andrade,antonio30@example.net,(351) 229186368,2019-12-18,18,42,F
745,Jorge Alves,andre48@example.com,+351936973215,2019-07-28,11,64,M
746,Paulo Figueiredo,andreiaalmeida@example.net,(351) 969 789 684,2024-10-27,21,19,M
747,Mário Melo,barbaranunes@example.org,(351) 279273556,2019-06-21,10,32,M
748,Rúben da Lima,pcoelho@example.com,(351) 966588719,2019-11-06,19,24,M
749,Mariana Martins,mariana21@example.org,968 142 691,2019-01-26,2,28,F
750,Emma Barbosa,daniela45@example.org,(351) 916486125,2019-06-18,17,36,F
751,Caetana Gomes-Lopes,salvadorsousa@example.com,(351) 263 343 865,2019-04-24,11,45,F
752,Bárbara Matias,noa81@example.net,(351) 922290917,2020-01-02,13,40,F
753,Sandro Torres,crodrigues@example.org,965135922,2019-04-22,5,32,M
754,Miguel Pinto,nloureiro@example.org,913 495 844,2019-09-10,17,64,M
755,Tomás Alves,nunesismael@example.net,(351) 918134144,2019-11-28,21,25,M
756,Dinis de Henriques,jaime49@example.org,(351) 916625179,2019-06-06,18,42,M
757,Valentim Anjos,erika73@example.net,(351) 967139920,2019-05-17,4,56,M
758,Micael Sá,lopeslarissa@example.com,+351927836525,2022-11-30,14,21,M
759,Bárbara Neves,nadiacunha@example.net,(351) 939639963,2019-07-16,9,42,F
760,Helena Rocha,gasparrodrigo@example.com,961 198 166,2019-11-19,21,62,F
761,Jorge da Cruz,ismaellourenco@example.net,(351) 925 178 745,2019-06-17,4,37,M
762,Erika Anjos,mnascimento@example.net,(351) 935 904 973,2019-12-29,5,57,F
763,Ema Valente,unascimento@example.org,962 927 421,2019-05-23,20,71,F
764,Francisco Vaz,filipegoncalves@example.net,915564423,2019-06-16,4,36,M
765,Camila Martins,leonardo90@example.com,+351241914535,2019-03-24,9,30,F
766,Samuel Gomes,earaujo@example.com,(351) 937 964 690,2019-03-02,10,40,M
767,Diogo Fonseca,henriquespatricia@example.com,229446230,2023-09-12,7,20,M
768,Daniela Ferreira,amaralisabel@example.org,(351) 967080007,2019-10-03,1,39,F
769,Micael Assunção,vitor51@example.net,(351) 919613116,2019-07-23,16,25,M
770,Jorge Amorim,emmaazevedo@example.net,935 737 775,2020-08-29,4,23,M
771,Maria Vaz,nevesines@example.net,(351) 918656707,2019-08-10,10,59,F
772,Constança Amorim-Jesus,piresedgar@example.net,282424563,2019-05-13,6,47,F
773,Nuno Domingues,dneto@example.com,934 091 164,2019-10-10,11,72,M
774,Mia Lima,arturlourenco@example.com,(351) 968421558,2019-09-04,2,65,F
775,César Maia,baptistasandro@example.org,(351) 911204782,2019-09-10,21,72,M
776,João do Gaspar,lucas44@example.org,(351) 924 075 974,2019-10-17,20,39,M
777,Andreia Sousa,madalenagoncalves@example.com,(351) 962 745 422,2019-07-23,12,74,F
778,Erica Coelho,ismaelmarques@example.org,(351) 916118130,2019-08-06,13,29,F
779,Erika Pinto,lbarros@example.net,(351) 921045965,2019-09-15,16,35,F
780,Constança-Marta Abreu,ksa@example.org,(351) 916588823,2019-06-01,5,59,F
781,Bernardo Miranda,leticia84@example.org,(351) 267553072,2019-12-23,14,72,M
782,Pilar Nogueira,filipemagalhaes@example.org,938437477,2019-12-04,15,69,F
783,Vítor Carvalho,alexandramarques@example.net,911 374 132,2019-12-07,12,57,M
784,Marco Cunha,yaraujo@example.net,+351922724973,2019-07-05,5,73,M
785,Alexandra de Anjos,henrique69@example.org,(351) 933339992,2019-10-01,15,49,F
786,Ângelo Miranda,gabrielneto@example.com,280719639,2021-05-16,11,22,M
787,Denis Oliveira,plopes@example.org,(351) 241875076,2019-06-25,19,63,M
788,Tiago Costa-Araújo,goncalvesalice@example.com,(351) 963068745,2019-07-25,17,60,M
789,Alexandre de Pinto,nunesana@example.org,(351) 966 119 942,2019-01-29,8,45,M
790,Soraia Cunha,pereirakevim@example.net,910535748,2019-06-03,21,40,F
791,Ana Branco,ualmeida@example.org,939962467,2019-02-09,2,27,F
792,Paulo Esteves,dominguesmarta@example.org,914328547,2019-11-23,16,59,M
793,Jéssica Barros,igor50@example.com,(351) 939 249 515,2019-07-21,16,73,F
794,Mara Marques,noa10@example.org,(351) 922874089,2019-10-13,2,33,F
795,Gaspar Fernandes,lopesjoana@example.org,+351925281223,2019-02-17,13,53,M
796,António Loureiro,vicentecunha@example.org,+351965756406,2020-08-10,19,23,M
797,Letícia Rodrigues,marcio46@example.com,(351) 927 188 374,2020-08-10,11,23,F
798,Joel Sousa,simao89@example.net,(351) 961579121,2019-02-21,1,49,M
799,Ricardo Gonçalves,nelsonamaral@example.net,912 772 411,2019-05-05,18,43,M
800,Ricardo Pires-Amorim,erikacorreia@example.com,290697146,2019-03-09,20,70,M
801,Melissa Silva,jcruz@example.org,(351) 913 895 791,2019-02-16,7,74,F
802,Lúcia Macedo,gcarneiro@example.net,961 647 293,2019-11-18,2,39,F
803,Márcio Carneiro-Sá,margarida66@example.com,(351) 299 409 380,2019-08-15,18,72,M
804,Joana Domingues,macedobenjamim@example.com,917538526,2019-07-03,15,63,F
805,Ismael de Anjos,kyara08@example.com,227 553 066,2019-11-04,1,24,M
806,Salomé Gonçalves,angelo85@example.org,920 394 391,2019-10-04,10,40,F
807,Catarina-Daniela Sousa,fonsecamariana@example.org,232980680,2019-02-04,6,62,F
808,Leonor Sousa,qguerreiro@example.org,(351) 961 908 333,2019-12-21,14,26,F
809,Bernardo Fernandes,margarida19@example.com,922 768 467,2019-05-31,7,34,M
810,Alexandre Miranda,soraia24@example.org,(351) 926 751 967,2019-04-28,15,72,M
811,Francisco Nunes-Soares,carvalhobryan@example.org,(351) 968 095 139,2019-09-22,14,63,M
812,Joel Leal,brocha@example.org,(351) 936 232 673,2019-10-01,4,58,M
813,Bárbara Castro,caetanaleite@example.com,(351) 922688859,2019-03-26,17,47,F
814,Eduardo Barbosa,qguerreiro@example.com,(351) 967269552,2019-10-07,2,49,M
815,Joana da Matos,ibarros@example.net,(351) 934801907,2019-01-26,17,71,F
816,Duarte Cunha-Cunha,cunhaangela@example.com,(351) 228449199,2019-10-28,5,62,M
817,Leonardo Leite,jose83@example.net,(351) 270174509,2019-07-20,20,42,M
818,Lorena Azevedo,lpacheco@example.org,(351) 963236689,2019-04-05,20,50,F
819,Gonçalo Borges,francisca14@example.net,(351) 916998706,2019-08-24,10,35,M
820,Catarina Nascimento,dfonseca@example.net,932 999 105,2020-01-01,14,69,F
821,Raquel Cardoso,anjoskyara@example.net,(351) 963904159,2019-04-25,11,71,F
822,Daniel Pinto,amelia65@example.com,(351) 960 202 822,2019-10-14,10,30,M
823,Maria Nogueira,victoriamachado@example.com,(351) 962028922,2019-08-03,21,61,F
824,Henrique Reis-Reis,manuel13@example.net,(351) 924753493,2019-08-13,21,50,M
825,Erika Torres,leandro48@example.net,(351) 210502957,2019-10-14,12,63,F
826,Maria Nogueira,hugo87@example.com,221226248,2019-10-19,14,55,F
827,Mara Mendes,anacarvalho@example.com,207 029 397,2019-11-18,1,74,F
828,Hugo de Andrade,diegohenriques@example.org,227 261 253,2024-06-30,2,19,M
829,Igor Matos,pintoluna@example.net,933 279 885,2019-05-05,6,30,M
830,Raquel Pinheiro-Moura,carlos98@example.net,915906049,2019-05-27,2,61,F
831,Constança Branco,santiago80@example.org,(351) 912964199,2019-11-18,12,31,F
832,Érica Araújo,salvador37@example.org,(351) 931 505 667,2019-10-31,18,24,F
833,Jaime Pinheiro,qantunes@example.org,+351966030685,2019-07-28,13,65,M
834,Lisandro Lourenço,arturreis@example.net,(351) 240276379,2019-07-14,2,50,M
835,Maria Abreu-Cruz,soliveira@example.net,246 357 770,2019-03-09,11,42,F
836,Marco Macedo,netosandro@example.org,+351919346331,2025-12-04,7,18,M
837,Melissa do Martins,mramos@example.net,+351926078252,2019-10-26,21,71,F
838,Caetana Matos,jrocha@example.net,969 501 520,2019-03-07,20,66,F
839,Gabriel Miranda,tiagorocha@example.com,+351919821133,2019-09-21,10,67,M
840,Alice do Cruz,jvalente@example.net,(351) 928 459 424,2019-09-11,6,29,F
841,Daniel Matos-Leal,barrosangelo@example.com,(351) 933 864 190,2019-12-01,13,65,M
842,Tomé Guerreiro,kevin40@example.com,915 548 790,2019-09-22,9,45,M
843,Lisandro Barbosa,borgesvictoria@example.net,(351) 931024642,2020-01-01,9,28,M
844,Ivo Campos,lealrita@example.net,(351) 961 780 876,2019-07-25,5,39,M
845,David Sousa,teixeiragustavo@example.org,920027154,2019-11-02,2,27,M
846,Alice Pinto,jmacedo@example.net,914015020,2019-12-20,12,49,F
847,Gil Pinho,martimmagalhaes@example.org,(351) 919037933,2019-07-27,17,68,M
848,Joel Baptista-Moreira,hnogueira@example.com,+351961633199,2019-06-21,17,29,M
849,Santiago Lima,ines18@example.com,(351) 968 545 523,2019-05-08,13,44,M
850,Fábio de Sousa,amaraltatiana@example.com,(351) 917854665,2019-06-25,11,40,M
851,Bruna Garcia,araujobernardo@example.org,(351) 226411881,2019-03-05,20,41,F
852,Gabriela Martins,imota@example.net,910091889,2019-02-25,4,53,F
853,Vera Faria,costanaiara@example.net,(351) 224 713 952,2019-05-19,20,46,F
854,Marcos Fernandes,isabela79@example.com,(351) 967628245,2023-11-07,13,20,M
855,Santiago Moreira,irinamota@example.net,(351) 938 956 594,2019-07-10,10,42,M
856,Rui Figueiredo,lourencosebastiao@example.org,(351) 932087736,2019-01-29,17,51,M
857,Lara de Abreu,ivanmarques@example.org,935 766 591,2019-05-26,21,49,F
858,Cristiano Anjos,filipealmeida@example.org,(351) 214 688 254,2019-01-25,4,38,M
859,Gaspar Vaz,noabarbosa@example.org,(351) 270 925 403,2019-02-15,1,67,M
860,Filipe Macedo-Correia,anjosnuno@example.org,+351926451356,2019-04-24,7,31,M
861,Salomé-Núria Amorim,laurasoares@example.net,(351) 966 424 871,2019-09-06,18,71,F
862,Vitória Freitas,samuelsantos@example.net,(351) 267 489 223,2019-03-11,5,59,F
863,Bryan Pires,leticia13@example.com,(351) 933 046 795,2019-11-13,2,47,M
864,Bruno Santos-Nascimento,william74@example.com,933 003 154,2021-01-01,9,22,M
865,Ismael Leal,martinslara@example.net,(351) 966 575 191,2019-11-02,14,54,M
866,Mariana Gomes,magalhaesangelo@example.org,(351) 924 998 621,2019-03-20,14,46,F
867,Joana Paiva-Matias,umarques@example.com,218 932 391,2024-07-17,4,19,F
868,Duarte de Amorim,alexandremoreira@example.net,(351) 204456100,2019-04-03,3,59,M
869,Marco Borges,hugo54@example.org,(351) 249 145 552,2019-07-21,17,62,M
870,Mauro do Fonseca,fabioaraujo@example.org,(351) 262 696 442,2019-03-29,20,36,M
871,Afonso Neves,rafaelcampos@example.com,+351928554760,2019-09-28,13,36,M
872,Cláudio Pinto,knogueira@example.net,(351) 921970449,2019-07-01,8,48,M
873,Ivo Campos,estevesduarte@example.com,(351) 910 780 326,2019-05-18,18,65,M
874,Ema Nogueira,mcastro@example.com,(351) 934466958,2019-09-02,21,58,F
875,Nicole Morais,sebastiaolopes@example.com,(351) 918760096,2025-09-23,18,18,F
876,César do Amaral,bernardocruz@example.com,(351) 286 921 149,2019-07-24,19,25,M
877,Diana Moura,upinheiro@example.com,+351250460033,2019-12-14,10,52,F
878,Isaac Gonçalves,nairlima@example.com,(351) 934077845,2019-06-05,12,65,M
879,António Soares,gvaz@example.com,(351) 936 337 800,2019-02-12,17,44,M
880,Daniel Antunes-Lima,oteixeira@example.com,(351) 925 965 832,2019-12-04,20,28,M
881,Ana Fonseca,maurobrito@example.net,216485358,2019-01-13,19,30,F
882,Wilson Nascimento,ribeirocatarina@example.net,911 991 903,2019-10-16,21,72,M
883,Frederico do Figueiredo,loureiroismael@example.com,(351) 215599987,2019-10-23,9,36,M
884,Gil Gonçalves,denisjesus@example.net,+351913083740,2019-07-12,16,30,M
885,Maria Monteiro,fernando92@example.org,(351) 928445951,2019-06-25,21,40,F
886,Sebastião Ramos,nunesluis@example.net,(351) 930312125,2019-05-16,3,24,M
887,Benjamim do Almeida,silvamario@example.org,929274206,2019-04-25,11,38,M
888,Carolina de Rocha,omartins@example.com,966523339,2019-02-18,19,62,F
889,Clara Leal,fredericofaria@example.net,222 585 840,2019-09-17,6,69,F
890,Paulo Magalhães,sergiopinheiro@example.com,(351) 924297192,2019-04-17,8,38,M
891,Valentina Neto,vmachado@example.org,(351) 930499891,2019-01-09,11,35,F
892,Júlia Cruz,cfonseca@example.org,233977604,2019-11-02,10,47,F
893,Larissa-Mara Guerreiro,batistaluciana@example.net,(351) 965 026 765,2019-09-25,21,53,F
894,Nuno Sá,chenriques@example.com,(351) 915 895 814,2019-03-25,5,71,M
895,Benjamim Garcia-Pinheiro,lealvasco@example.com,930 365 352,2019-07-12,3,34,M
896,Jorge Azevedo,benjamim59@example.com,911861928,2019-11-18,17,75,M
897,Diogo Gomes-Carvalho,ugaspar@example.org,+351923352668,2019-08-15,13,70,M
898,Santiago Domingues,nanjos@example.com,(351) 939665435,2023-09-05,18,20,M
899,Raquel Barbosa,lucaspaiva@example.com,(351) 925114514,2019-04-15,13,59,F
900,Hugo Vicente,fernandessandro@example.org,(351) 926389913,2019-07-20,10,75,M
901,Noa Nunes,noa45@example.com,+351226201649,2019-11-17,3,47,M
902,Núria Loureiro,sandro19@example.net,(351) 258202745,2019-10-18,8,41,F
903,Xavier Barbosa,imonteiro@example.net,(351) 926 102 091,2019-09-27,15,66,M
904,Benjamim Ferreira,fassuncao@example.org,(351) 966 334 122,2019-04-15,5,29,M
905,Ana Miranda,yfonseca@example.org,(351) 918 293 359,2019-02-01,16,40,F
906,Leonardo Sá,correiamarta@example.org,+351241626007,2021-05-07,8,22,M
907,Valentim da Nunes,emmaborges@example.com,(351) 911 388 301,2019-08-07,12,60,M
908,Kyara Leal,gil09@example.net,916792139,2019-12-13,2,48,F
909,Yara da Jesus,torresmartim@example.net,920 020 017,2019-12-13,21,24,F
910,Núria do Sousa,moraisamelia@example.net,(351) 935 382 577,2019-09-05,19,71,F
911,Benjamim Almeida,igor19@example.com,(351) 932 114 091,2019-01-20,12,42,M
912,Guilherme Marques,marquesvitoria@example.net,921 771 676,2019-08-19,8,51,M
913,Mariana Abreu,guilhermegomes@example.com,927 764 213,2019-01-17,16,40,F
914,Hugo Cardoso,nuriacorreia@example.org,(351) 921643676,2019-07-23,6,50,M
915,Jaime Morais,jaime67@example.com,(351) 917 581 235,2021-09-16,9,22,M
916,Salvador Machado,violetajesus@example.org,929545954,2019-09-28,12,27,M
917,Gabriel Faria-Baptista,diogo99@example.org,912 355 759,2019-12-21,11,60,M
918,Cláudio Cardoso,nadiamoura@example.net,+351256642559,2020-01-02,16,48,M
919,Joaquim de Moreira,matosyara@example.org,+351912587186,2019-07-01,14,55,M
920,Rúben Pacheco,ribeirotomas@example.org,(351) 263032927,2019-01-21,19,33,M
921,Micael Figueiredo,nunonogueira@example.org,(351) 278 594 137,2019-07-18,2,26,M
922,Vasco Freitas,silvaraquel@example.org,967 283 145,2022-03-05,6,21,M
923,Carolina Magalhães-Batista,enzo20@example.org,(351) 932220474,2019-10-21,1,56,F
924,Íris Fernandes,loureiroalice@example.net,297 293 272,2020-04-10,20,23,F
925,Tatiana Ferreira-Magalhães,meloirina@example.net,960372589,2019-08-30,8,73,F
926,Beatriz-Carolina Andrade,kelly78@example.com,(351) 929 012 130,2019-06-29,19,56,F
927,Martim Marques,ivo53@example.org,(351) 298 213 072,2019-10-31,9,57,M
928,Emanuel da Correia,efreitas@example.net,913 388 493,2019-06-21,15,64,M
929,Rui Campos,ribeirohugo@example.org,(351) 922272388,2019-11-11,5,32,M
930,Nuno Sá-Leite,tatiana50@example.org,916 645 764,2024-04-12,17,19,M
931,Larissa-Júlia Campos,leonorbrito@example.com,923263563,2019-12-13,4,70,F
932,Ângelo Gonçalves,anita39@example.org,+351963196502,2019-06-26,2,48,M
933,Daniel Amorim,qpinho@example.net,(351) 289770997,2020-08-17,5,23,M
934,Paulo Melo,rfernandes@example.com,912371039,2019-02-21,14,75,M
935,Rafaela Moura,xavier02@example.com,+351910927051,2019-08-07,17,41,F
936,Melissa-Renata Santos,alexandre55@example.net,(351) 933 291 629,2019-09-04,13,32,F
937,Débora Ribeiro-Coelho,acarvalho@example.com,(351) 921 644 963,2019-10-20,19,55,F
938,Sérgio Sá,filipeborges@example.com,(351) 915 116 184,2019-10-14,16,45,M
939,Diego Lima,carneirocarminho@example.com,(351) 929587227,2019-10-17,20,72,M
940,Diana do Guerreiro,angelolourenco@example.org,(351) 911 264 594,2019-02-18,1,34,F
941,Rui Matos-Tavares,cristiano24@example.org,+351924332436,2019-07-31,21,51,M
942,Francisco Marques,sandro75@example.net,913 219 880,2019-03-26,12,62,M
943,Dinis Batista,denisnascimento@example.com,968 514 835,2019-10-23,19,27,M
944,Caetana Coelho,renatomagalhaes@example.net,(351) 207784282,2019-09-22,19,34,F
945,Melissa Monteiro,gcarneiro@example.org,(351) 922 334 555,2019-09-08,13,57,F
946,Joaquim Pacheco,paivaalice@example.com,(351) 287542789,2019-11-10,18,44,M
947,Violeta Guerreiro,petra86@example.org,(351) 915790206,2019-04-03,18,29,F
948,Raquel Carneiro,renato73@example.org,(351) 924288948,2019-03-15,12,34,F
949,Rita de Cardoso,zbranco@example.org,(351) 297265706,2019-08-28,4,65,F
950,Rodrigo Pinto,mateusbarros@example.org,(351) 961 024 963,2019-02-24,4,46,M
951,Emanuel Pires,coelhowilson@example.com,(351) 924 547 991,2019-06-17,11,50,M
952,Xavier Esteves,vera49@example.net,968 528 084,2019-10-28,1,28,M
953,Leonardo do Amorim,mourahelena@example.com,+351914872997,2019-01-22,20,70,M
954,Érica-Naiara Vaz,ruiloureiro@example.org,963031755,2020-02-05,8,23,F
955,Vitória Pinheiro,azevedoivo@example.com,(351) 925502018,2020-09-27,13,23,F
956,Beatriz Gonçalves,lorena19@example.net,935053926,2019-01-18,10,57,F
957,Manuel Matos,jaime39@example.net,+351919481476,2019-03-16,16,67,M
958,Valentina Vaz,kelly13@example.org,(351) 914 444 371,2025-04-23,17,18,F
959,Madalena Gomes,larissarodrigues@example.net,+351938439063,2019-04-23,20,30,F
960,Lourenço Campos,omelo@example.net,(351) 932057733,2019-10-30,2,57,M
961,Eva de Marques,fernandogaspar@example.org,(351) 967 928 286,2019-04-03,6,33,F
962,Noah Freitas,lia54@example.org,+351926119907,2019-09-24,13,35,M
963,Luana Pacheco-Amaral,manueltorres@example.com,+351932485478,2019-06-29,1,55,F
964,Marcos Soares,dinismachado@example.net,(351) 234658096,2020-09-05,18,23,M
965,Caetana Antunes,ramosmarco@example.net,(351) 248 170 911,2019-02-18,20,40,F
966,Igor Tavares,madalena42@example.org,+351961783906,2020-01-04,1,47,M
967,Luana Amaral,fredericoamaral@example.net,(351) 938052912,2019-08-05,4,29,F
968,Dinis Brito,marco56@example.org,(351) 237433369,2019-08-16,4,50,M
969,Lúcia Jesus,lsilva@example.com,(351) 258639239,2019-07-14,19,74,F
970,Bárbara Pacheco,filipe57@example.org,+351935345708,2019-01-27,19,62,F
971,Isabela Lourenço,costamiriam@example.org,(351) 923245529,2019-05-28,11,67,F
972,Margarida Rodrigues,lbranco@example.org,(351) 965089878,2019-03-11,1,61,F
973,Joana Anjos,larissajesus@example.net,(351) 921 067 124,2019-12-09,13,25,F
974,Fábio Nogueira,zdomingues@example.net,(351) 245458358,2019-10-09,11,61,M
975,Íris Gonçalves,figueiredoclaudio@example.org,939472348,2019-09-18,1,40,F
976,Madalena-Mélanie Tavares,tiagovieira@example.com,+351917701206,2019-07-28,13,33,F
977,Pilar Leal,joelpereira@example.com,(351) 963552659,2021-09-01,16,22,F
978,Kelly Araújo,guerreirogaspar@example.com,+351931769286,2019-08-31,9,40,F
979,Ricardo do Neves,irinaassuncao@example.net,+351966111966,2019-09-16,16,65,M
980,Lourenço Freitas,nadia40@example.org,258272528,2019-05-01,9,33,M
981,Ivan Martins,cardosoalicia@example.com,(351) 928 722 781,2019-12-21,8,32,M
982,Violeta Matias-Amorim,ismael45@example.org,270 620 152,2019-08-19,3,27,F
983,Larissa Branco,batistarita@example.net,(351) 929 204 416,2019-01-11,18,57,F
984,Micael Alves,sergio38@example.net,(351) 913966192,2019-02-10,20,72,M
985,Diana Gonçalves,nelson26@example.org,(351) 933 976 777,2019-04-17,9,49,F
986,Luciana do Maia,martim82@example.net,(351) 917774742,2019-11-27,13,29,F
987,Noah Torres,mara13@example.net,923673602,2019-06-13,2,66,M
988,Vera-Luana Azevedo,martinsanita@example.net,(351) 965260703,2019-10-15,17,48,F
989,Letícia Monteiro,nuria86@example.net,(351) 919 952 003,2019-08-21,6,43,F
990,Lara do Garcia,angeloneves@example.com,934722070,2019-04-27,15,25,F
991,Mia Andrade,coelhonuria@example.org,(351) 923 465 524,2019-08-24,7,62,F
